Etablissement;cat;Nb chb;Taux VT;Mois;Montant (50%);Taux d'occupation;;
1- ANTSIRANANA:Diégo ville:LE COLBERT;3E;32;5000;DECEMBRE 2015;172 500,00;7,19%;;
Moyenne 1- ANTSIRANANA:Diégo ville:LE COLBERT;;;;;;12,92%;;
1- ANTSIRANANA:Diégo ville:LE JARDIN EXOTIQUE;R;9;1000;NOVEMBRE 2015;20 350,00;15,07%;;
1- ANTSIRANANA:Diégo ville:LE JARDIN EXOTIQUE;R;9;1000;DECEMBRE 2015;15 500,00;11,48%;;
Moyenne 1- ANTSIRANANA:Diégo ville:LE JARDIN EXOTIQUE;;;;;;13,28%;;
1- ANTSIRANANA:Diégo ville:LE MANGUIER;R;4;1000;DECEMBRE 2015;10 500,00;17,50%;;
1- ANTSIRANANA:Diégo ville:LE MANGUIER;R;4;1000;NOVEMBRE 2015;10 000,00;16,67%;;
Moyenne 1- ANTSIRANANA:Diégo ville:LE MANGUIER;;;;;;17,08%;;
1- ANTSIRANANA:Diégo ville:LE PARADIS DU NORD;2E;12;1500;DECEMBRE 2015;32 250,00;11,94%;;
1- ANTSIRANANA:Diégo ville:LE PARADIS DU NORD;2E;12;1500;NOVEMBRE 2015;14 250,00;5,28%;;
Moyenne 1- ANTSIRANANA:Diégo ville:LE PARADIS DU NORD;;;;;;8,61%;;
1- ANTSIRANANA:Diégo ville:LE PETIT PARADIS;NC;9;1000;NOVEMBRE 2015;14 000,00;10,37%;;
1- ANTSIRANANA:Diégo ville:LE PETIT PARADIS;NC;9;1000;DECEMBRE 2015;12 000,00;8,89%;;
Moyenne 1- ANTSIRANANA:Diégo ville:LE PETIT PARADIS;;;;;;9,63%;;
1- ANTSIRANANA:Diégo ville:LE SUAREZ;2E;12;1500;DECEMBRE 2015;74 250,00;27,50%;;
Moyenne 1- ANTSIRANANA:Diégo ville:LE SUAREZ;;;;;;27,50%;;
1- ANTSIRANANA:Diégo ville:LE VILLAGE;R;12;1000;DECEMBRE 2015;7 500,00;4,17%;;
1- ANTSIRANANA:Diégo ville:LE VILLAGE;R;12;1000;NOVEMBRE 2015;5 000,00;2,78%;;
Moyenne 1- ANTSIRANANA:Diégo ville:LE VILLAGE;;;;;;3,47%;;
1- ANTSIRANANA:Diégo ville:LES ARCADES;R;8;1000;DECEMBRE 2015;4 000,00;3,33%;;
1- ANTSIRANANA:Diégo ville:LES ARCADES;R;8;1000;NOVEMBRE 2015;3 000,00;2,50%;;
Moyenne 1- ANTSIRANANA:Diégo ville:LES ARCADES;;;;;;2,92%;;
1- ANTSIRANANA:Diégo ville:MASOANDRO;R;3;1000;DECEMBRE 2015;1 500,00;3,33%;;
Moyenne 1- ANTSIRANANA:Diégo ville:MASOANDRO;;;;;;3,33%;;
1- ANTSIRANANA:Diégo ville:MEXI COCO;R;4;1000;NOVEMBRE 2015;1 000,00;1,67%;;
Moyenne 1- ANTSIRANANA:Diégo ville:MEXI COCO;;;;;;1,67%;;
1- ANTSIRANANA:Diégo ville:NATURE LODGE;E;12;1500;NOVEMBRE 2015;84 750,00;31,39%;;
1- ANTSIRANANA:Diégo ville:NATURE LODGE;E;12;1500;DECEMBRE 2015;33 750,00;12,50%;;
Moyenne 1- ANTSIRANANA:Diégo ville:NATURE LODGE;;;;;;21,94%;;
1- ANTSIRANANA:Diégo ville:OR NOIR;R;10;1000;DECEMBRE 2015;4 000,00;2,67%;;
1- ANTSIRANANA:Diégo ville:OR NOIR;R;10;1000;NOVEMBRE 2015;3 500,00;2,33%;;
Moyenne 1- ANTSIRANANA:Diégo ville:OR NOIR;;;;;;2,50%;;
1- ANTSIRANANA:Diégo ville:ORCHIDEE;2R;6;1000;DECEMBRE 2015;4 000,00;4,44%;;
1- ANTSIRANANA:Diégo ville:ORCHIDEE;2R;6;1000;NOVEMBRE 2015;3 000,00;3,33%;;
Moyenne 1- ANTSIRANANA:Diégo ville:ORCHIDEE;;;;;;3,89%;;
1- ANTSIRANANA:Diégo ville:PERLE DE LA BAIE;R;5;1000;NOVEMBRE 2015;11 000,00;14,67%;;
1- ANTSIRANANA:Diégo ville:PERLE DE LA BAIE;R;5;1000;DECEMBRE 2015;10 500,00;14,00%;;
Moyenne 1- ANTSIRANANA:Diégo ville:PERLE DE LA BAIE;;;;;;14,33%;;
1- ANTSIRANANA:Diégo ville:QUEEN'S  DRAGON;2R;3;1000;NOVEMBRE 2015;7 000,00;15,56%;;
1- ANTSIRANANA:Diégo ville:QUEEN'S  DRAGON;2R;3;1000;DECEMBRE 2015;6 000,00;13,33%;;
Moyenne 1- ANTSIRANANA:Diégo ville:QUEEN'S  DRAGON;;;;;;14,44%;;
1- ANTSIRANANA:Diégo ville:ROYALE HOTEL;R;16;1000;NOVEMBRE 2015;41 000,00;17,08%;;
1- ANTSIRANANA:Diégo ville:ROYALE HOTEL;R;16;1000;DECEMBRE 2015;32 500,00;13,54%;;
Moyenne 1- ANTSIRANANA:Diégo ville:ROYALE HOTEL;;;;;;15,31%;;
1- ANTSIRANANA:Diégo ville:SOCIETE HOTELIERE DU NORD;3E;24;5000;DECEMBRE 2015;510 000,00;28,33%;;
1- ANTSIRANANA:Diégo ville:SOCIETE HOTELIERE DU NORD;3E;24;5000;NOVEMBRE 2015;467 500,00;25,97%;;
Moyenne 1- ANTSIRANANA:Diégo ville:SOCIETE HOTELIERE DU NORD;;;;;;27,15%;;
1- ANTSIRANANA:Diégo ville:STE FIRDOSS;3E;34;5000;DECEMBRE 2015;145 000,00;5,69%;;
1- ANTSIRANANA:Diégo ville:STE FIRDOSS;3E;34;5000;NOVEMBRE 2015;115 000,00;4,51%;;
Moyenne 1- ANTSIRANANA:Diégo ville:STE FIRDOSS;;;;;;5,10%;;
1- ANTSIRANANA:Diégo ville:STID;3E;66;5000;DECEMBRE 2015;1 927 500,00;38,94%;;
1- ANTSIRANANA:Diégo ville:STID;3E;66;5000;NOVEMBRE 2015;1 675 000,00;33,84%;;
Moyenne 1- ANTSIRANANA:Diégo ville:STID;;;;;;36,39%;;
1- ANTSIRANANA:Diégo ville:SUFFREN HOTEL;2R;12;1000;DECEMBRE 2015;17 500,00;9,72%;;
1- ANTSIRANANA:Diégo ville:SUFFREN HOTEL;2R;12;1000;NOVEMBRE 2015;15 000,00;8,33%;;
Moyenne 1- ANTSIRANANA:Diégo ville:SUFFREN HOTEL;;;;;;9,03%;;
1- ANTSIRANANA:Diégo ville:TSARABANJINA;3E;25;5000;NOVEMBRE 2015;1 149 500,00;61,31%;;
1- ANTSIRANANA:Diégo ville:TSARABANJINA;3E;25;5000;DECEMBRE 2015;764 500,00;40,77%;;
Moyenne 1- ANTSIRANANA:Diégo ville:TSARABANJINA;;;;;;51,04%;;
1- ANTSIRANANA:Diégo ville:VILLA DIEGO;R;6;1000;NOVEMBRE 2015;21 000,00;23,33%;;
1- ANTSIRANANA:Diégo ville:VILLA DIEGO;R;6;1000;DECEMBRE 2015;20 000,00;22,22%;;
Moyenne 1- ANTSIRANANA:Diégo ville:VILLA DIEGO;;;;;;22,78%;;
1- ANTSIRANANA:Diégo ville:VILLA IRIS;R;6;1000;DECEMBRE 2015;7 500,00;8,33%;;
1- ANTSIRANANA:Diégo ville:VILLA IRIS;R;6;1000;NOVEMBRE 2015;7 500,00;8,33%;;
Moyenne 1- ANTSIRANANA:Diégo ville:VILLA IRIS;;;;;;8,33%;;
10- MORONDAVA:Belo:DOROHOTEL;R;6;1000;OCTOBRE 2015;6 000,00;6,67%;;
10- MORONDAVA:Belo:DOROHOTEL;R;6;1000;NOVEMBRE 2015;5 500,00;6,11%;;
10- MORONDAVA:Belo:DOROHOTEL;R;6;1000;DECEMBRE 2015;4 500,00;5,00%;;
Moyenne 10- MORONDAVA:Belo:DOROHOTEL;;;;;;5,93%;;
10- MORONDAVA:Belo:ENTRENER;R;20;1000;AOUT 2015;121 000,00;40,33%;;
10- MORONDAVA:Belo:ENTRENER;R;20;1000;OCTOBRE 2015;76 500,00;25,50%;;
10- MORONDAVA:Belo:ENTRENER;R;20;1000;DECEMBRE 2015;11 500,00;3,83%;;
10- MORONDAVA:Belo:ENTRENER;R;20;1000;NOVEMBRE 2015;10 000,00;3,33%;;
Moyenne 10- MORONDAVA:Belo:ENTRENER;;;;;;18,25%;;
10- MORONDAVA:Belo:H. DU MENABE;1E;20;1500;AOUT AU SEPTEMBRE 2015;7 500,00;0,83%;;
10- MORONDAVA:Belo:H. DU MENABE;1E;20;1500;OCTOBRE ET NOVEMBRE 2015;4 500,00;0,50%;;
Moyenne 10- MORONDAVA:Belo:H. DU MENABE;;;;;;0,67%;;
10- MORONDAVA:Belo:L'OLYMPE DE BEMARAHA;2E;28;1500;SEPTEMBRE 2015;101 250,00;16,07%;;
10- MORONDAVA:Belo:L'OLYMPE DE BEMARAHA;2E;28;1500;OCTOBRE ET NOVEMBRE 2015;149 250,00;11,85%;;
Moyenne 10- MORONDAVA:Belo:L'OLYMPE DE BEMARAHA;;;;;;13,96%;;
10- MORONDAVA:Belo:TSARA BELO;R;4;1000;OCTOBRE 2015;15 000,00;25,00%;;
10- MORONDAVA:Belo:TSARA BELO;R;4;1000;NOVEMBRE 2015;13 000,00;21,67%;;
Moyenne 10- MORONDAVA:Belo:TSARA BELO;;;;;;23,33%;;
10- MORONDAVA:Bemanonga:KIRINDY FOREST;R;12;1000;OCTOBRE 2015;92 500,00;51,39%;;
10- MORONDAVA:Bemanonga:KIRINDY FOREST;R;12;1000;SEPTEMBRE 2015;61 000,00;33,89%;;
10- MORONDAVA:Bemanonga:KIRINDY FOREST;R;12;1000;NOVEMBRE 2015;33 500,00;18,61%;;
10- MORONDAVA:Bemanonga:KIRINDY FOREST;R;12;1000;DECEMBRE 2015;18 500,00;10,28%;;
Moyenne 10- MORONDAVA:Bemanonga:KIRINDY FOREST;;;;;;28,54%;;
10- MORONDAVA:Miandrivazo:ARC EN CIEL;R;4;1000;AOUT 2015;6 000,00;10,00%;;
10- MORONDAVA:Miandrivazo:ARC EN CIEL;R;4;1000;JUILLET 2015;6 000,00;10,00%;;
10- MORONDAVA:Miandrivazo:ARC EN CIEL;R;4;1000;OCTOBRE 2015;6 000,00;10,00%;;
10- MORONDAVA:Miandrivazo:ARC EN CIEL;R;4;1000;SEPTEMBRE 2015;6 000,00;10,00%;;
10- MORONDAVA:Miandrivazo:ARC EN CIEL;R;4;1000;AVRIL 2015;5 000,00;8,33%;;
10- MORONDAVA:Miandrivazo:ARC EN CIEL;R;4;1000;MARS 2015;5 000,00;8,33%;;
Moyenne 10- MORONDAVA:Miandrivazo:ARC EN CIEL;;;;;;9,44%;;
10- MORONDAVA:Miandrivazo:BAOBAB;R;12;1000;JUILLET 2015;25 500,00;14,17%;;
10- MORONDAVA:Miandrivazo:BAOBAB;R;12;1000;AOUT 2015;16 000,00;8,89%;;
10- MORONDAVA:Miandrivazo:BAOBAB;R;12;1000;OCTOBRE 2015;16 000,00;8,89%;;
10- MORONDAVA:Miandrivazo:BAOBAB;R;12;1000;SEPTEMBRE 2015;15 000,00;8,33%;;
10- MORONDAVA:Miandrivazo:BAOBAB;R;12;1000;AVRIL 2015;12 500,00;6,94%;;
10- MORONDAVA:Miandrivazo:BAOBAB;R;12;1000;NOVEMBRE 2015;7 000,00;3,89%;;
Moyenne 10- MORONDAVA:Miandrivazo:BAOBAB;;;;;;8,52%;;
10- MORONDAVA:Miandrivazo:HOTEL PAPAYA;NC;10;1000;DECEMBRE 2015;7 000,00;4,67%;;
10- MORONDAVA:Miandrivazo:HOTEL PAPAYA;NC;10;1000;JUIN 2015;6 000,00;4,00%;;
10- MORONDAVA:Miandrivazo:HOTEL PAPAYA;NC;10;1000;SEPTEMBRE 2015;6 000,00;4,00%;;
10- MORONDAVA:Miandrivazo:HOTEL PAPAYA;NC;10;1000;AOUT 2015;5 000,00;3,33%;;
10- MORONDAVA:Miandrivazo:HOTEL PAPAYA;NC;10;1000;OCTOBRE 2015;5 000,00;3,33%;;
10- MORONDAVA:Miandrivazo:HOTEL PAPAYA;NC;10;1000;NOVEMBRE 2015;4 500,00;3,00%;;
10- MORONDAVA:Miandrivazo:HOTEL PAPAYA;NC;10;1000;JUILLET 2015;4 000,00;2,67%;;
10- MORONDAVA:Miandrivazo:HOTEL PAPAYA;NC;10;1000;AVRIL 2015;3 500,00;2,33%;;
10- MORONDAVA:Miandrivazo:HOTEL PAPAYA;NC;10;1000;MAI 2015;2 500,00;1,67%;;
Moyenne 10- MORONDAVA:Miandrivazo:HOTEL PAPAYA;;;;;;3,22%;;
10- MORONDAVA:Miandrivazo:LA PIROGUE;R;10;1000;JUILLET 2015;26 500,00;17,67%;;
10- MORONDAVA:Miandrivazo:LA PIROGUE;R;10;1000;MAI 2015;13 000,00;8,67%;;
10- MORONDAVA:Miandrivazo:LA PIROGUE;R;10;1000;JUIN 2015;10 000,00;6,67%;;
10- MORONDAVA:Miandrivazo:LA PIROGUE;R;10;1000;NOVEMBRE 2015;8 000,00;5,33%;;
10- MORONDAVA:Miandrivazo:LA PIROGUE;R;10;1000;MARS 2015;6 000,00;4,00%;;
10- MORONDAVA:Miandrivazo:LA PIROGUE;R;10;1000;AVRIL 2015;5 000,00;3,33%;;
10- MORONDAVA:Miandrivazo:LA PIROGUE;R;10;1000;JANVIER 2015;5 000,00;3,33%;;
10- MORONDAVA:Miandrivazo:LA PIROGUE;R;10;1000;FEVRIER 2015;4 000,00;2,67%;;
Moyenne 10- MORONDAVA:Miandrivazo:LA PIROGUE;;;;;;6,46%;;
10- MORONDAVA:Miandrivazo:PRINCESSE TSIRIBIHINA;2E;13;1500;OCTOBRE 2015;106 500,00;36,41%;;
10- MORONDAVA:Miandrivazo:PRINCESSE TSIRIBIHINA;2E;13;1500;NOVEMBRE 2015;75 000,00;25,64%;;
10- MORONDAVA:Miandrivazo:PRINCESSE TSIRIBIHINA;2E;13;1500;SEPTEMBRE 2015;75 000,00;25,64%;;
10- MORONDAVA:Miandrivazo:PRINCESSE TSIRIBIHINA;2E;13;1500;AOUT 2015;60 000,00;20,51%;;
10- MORONDAVA:Miandrivazo:PRINCESSE TSIRIBIHINA;2E;13;1500;JUILLET 2015;33 750,00;11,54%;;
10- MORONDAVA:Miandrivazo:PRINCESSE TSIRIBIHINA;2E;13;1500;AVRIL 2015;21 750,00;7,44%;;
Moyenne 10- MORONDAVA:Miandrivazo:PRINCESSE TSIRIBIHINA;;;;;;21,20%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;JUILLET 2015;9 000,00;8,57%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;SEPTEMBRE 2015;9 000,00;8,57%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;OCTOBRE 2015;8 500,00;8,10%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;AOUT 2015;8 000,00;7,62%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;JUIN 2015;7 500,00;7,14%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;MAI 2015;6 500,00;6,19%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;NOVEMBRE 2015;6 000,00;5,71%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;AVRIL 2015;5 500,00;5,24%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;DECEMBRE 2015;4 000,00;3,81%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;FEVRIER 2015;3 500,00;3,33%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;MARS 2015;3 500,00;3,33%;;
10- MORONDAVA:Miandrivazo:RASALIMO;R;7;1000;JANVIER 2015;2 500,00;2,38%;;
Moyenne 10- MORONDAVA:Miandrivazo:RASALIMO;;;;;;5,83%;;
10- MORONDAVA:Morondava ville:ARCHE DE NOE;R;11;1000;DECEMBRE 2015;12 500,00;7,58%;;
Moyenne 10- MORONDAVA:Morondava ville:ARCHE DE NOE;;;;;;7,58%;;
10- MORONDAVA:Morondava ville:BAOBAB TOUR;2E;28;1500;OCTOBRE 2015;120 000,00;19,05%;;
10- MORONDAVA:Morondava ville:BAOBAB TOUR;2E;28;1500;NOVEMBRE 2015;67 500,00;10,71%;;
10- MORONDAVA:Morondava ville:BAOBAB TOUR;2E;28;1500;DECEMBRE 2015;61 500,00;9,76%;;
Moyenne 10- MORONDAVA:Morondava ville:BAOBAB TOUR;;;;;;13,17%;;
10- MORONDAVA:Morondava ville:CAMP AMOUREUX;R;4;1000;SEPTEMBRE 2015;47 000,00;78,33%;;
10- MORONDAVA:Morondava ville:CAMP AMOUREUX;R;4;1000;NOVEMBRE 2015;26 500,00;44,17%;;
10- MORONDAVA:Morondava ville:CAMP AMOUREUX;R;4;1000;OCTOBRE 2015;26 000,00;43,33%;;
10- MORONDAVA:Morondava ville:CAMP AMOUREUX;R;4;1000;JUILLET 2015;18 500,00;30,83%;;
10- MORONDAVA:Morondava ville:CAMP AMOUREUX;R;4;1000;AOUT 2015;15 000,00;25,00%;;
10- MORONDAVA:Morondava ville:CAMP AMOUREUX;R;4;1000;DECEMBRE 2015;1 000,00;1,67%;;
Moyenne 10- MORONDAVA:Morondava ville:CAMP AMOUREUX;;;;;;37,22%;;
10- MORONDAVA:Morondava ville:CENTRAL HOTEL;R;8;1000;NOVEMBRE 2015;36 000,00;30,00%;;
10- MORONDAVA:Morondava ville:CENTRAL HOTEL;R;8;1000;OCTOBRE 2015;17 000,00;14,17%;;
10- MORONDAVA:Morondava ville:CENTRAL HOTEL;R;8;1000;DECEMBRE 2015;14 500,00;12,08%;;
Moyenne 10- MORONDAVA:Morondava ville:CENTRAL HOTEL;;;;;;18,75%;;
10- MORONDAVA:Morondava ville:CENTRAL HOTEL ANNEXE;R;17;1000;NOVEMBRE 2015;25 000,00;9,80%;;
10- MORONDAVA:Morondava ville:CENTRAL HOTEL ANNEXE;R;17;1000;OCTOBRE 2015;21 000,00;8,24%;;
10- MORONDAVA:Morondava ville:CENTRAL HOTEL ANNEXE;R;17;1000;DECEMBRE 2015;13 500,00;5,29%;;
Moyenne 10- MORONDAVA:Morondava ville:CENTRAL HOTEL ANNEXE;;;;;;7,78%;;
10- MORONDAVA:Morondava ville:CLUB HOUSES NOFY BE;R;7;1000;NOVEMBRE 2015;7 000,00;6,67%;;
10- MORONDAVA:Morondava ville:CLUB HOUSES NOFY BE;R;7;1000;DECEMBRE 2015;3 000,00;2,86%;;
10- MORONDAVA:Morondava ville:CLUB HOUSES NOFY BE;R;7;1000;OCTOBRE 2015;3 000,00;2,86%;;
Moyenne 10- MORONDAVA:Morondava ville:CLUB HOUSES NOFY BE;;;;;;4,13%;;
10- MORONDAVA:Morondava ville:COCO BEACH;R;11;1000;OCTOBRE 2015;6 500,00;3,94%;;
10- MORONDAVA:Morondava ville:COCO BEACH;R;11;1000;NOVEMBRE 2015;4 000,00;2,42%;;
Moyenne 10- MORONDAVA:Morondava ville:COCO BEACH;;;;;;3,18%;;
10- MORONDAVA:Morondava ville:COCO BEACH ANNEXE;NC;5;1000;SEPTEMBRE 2015;8 500,00;11,33%;;
10- MORONDAVA:Morondava ville:COCO BEACH ANNEXE;NC;5;1000;DECEMBRE 2015;5 000,00;6,67%;;
10- MORONDAVA:Morondava ville:COCO BEACH ANNEXE;NC;5;1000;NOVEMBRE 2015;5 000,00;6,67%;;
10- MORONDAVA:Morondava ville:COCO BEACH ANNEXE;NC;5;1000;OCTOBRE 2015;4 000,00;5,33%;;
Moyenne 10- MORONDAVA:Morondava ville:COCO BEACH ANNEXE;;;;;;7,50%;;
10- MORONDAVA:Morondava ville:EDEN ROCK;E;11;1500;DECEMBRE 2015;22 500,00;9,09%;;
10- MORONDAVA:Morondava ville:EDEN ROCK;E;11;1500;NOVEMBRE 2015;21 750,00;8,79%;;
10- MORONDAVA:Morondava ville:EDEN ROCK;E;11;1500;OCTOBRE 2015;14 250,00;5,76%;;
Moyenne 10- MORONDAVA:Morondava ville:EDEN ROCK;;;;;;7,88%;;
10- MORONDAVA:Morondava ville:HOTEL CONTINENTAL;R;28;1000;OCTOBRE 2015;143 500,00;34,17%;;
10- MORONDAVA:Morondava ville:HOTEL CONTINENTAL;R;28;1000;DECEMBRE 2015;139 500,00;33,21%;;
10- MORONDAVA:Morondava ville:HOTEL CONTINENTAL;R;28;1000;NOVEMBRE 2015;122 500,00;29,17%;;
10- MORONDAVA:Morondava ville:HOTEL CONTINENTAL;R;28;1000;SEPTEMBRE 2015;85 000,00;20,24%;;
Moyenne 10- MORONDAVA:Morondava ville:HOTEL CONTINENTAL;;;;;;29,20%;;
10- MORONDAVA:Morondava ville:HOTEL MAEVA;E;7;1500;DECEMBRE 2015;30 000,00;19,05%;;
10- MORONDAVA:Morondava ville:HOTEL MAEVA;E;7;1500;OCTOBRE 2015;21 000,00;13,33%;;
10- MORONDAVA:Morondava ville:HOTEL MAEVA;E;7;1500;NOVEMBRE 2015;9 750,00;6,19%;;
Moyenne 10- MORONDAVA:Morondava ville:HOTEL MAEVA;;;;;;12,86%;;
10- MORONDAVA:Morondava ville:HOTEL MENABE;3R;27;1000;SEPTEMBRE 2015;40 000,00;9,88%;;
10- MORONDAVA:Morondava ville:HOTEL MENABE;3R;27;1000;AOUT 2015;36 500,00;9,01%;;
10- MORONDAVA:Morondava ville:HOTEL MENABE;3R;27;1000;JUILLET 2015;33 000,00;8,15%;;
10- MORONDAVA:Morondava ville:HOTEL MENABE;3R;27;1000;DECEMBRE 2015;32 000,00;7,90%;;
10- MORONDAVA:Morondava ville:HOTEL MENABE;3R;27;1000;NOVEMBRE 2015;28 500,00;7,04%;;
10- MORONDAVA:Morondava ville:HOTEL MENABE;3R;27;1000;OCTOBRE 2015;27 500,00;6,79%;;
Moyenne 10- MORONDAVA:Morondava ville:HOTEL MENABE;;;;;;8,13%;;
10- MORONDAVA:Morondava ville:HOTEL PALISSANDRE;4E;29;5000;OCTOBRE 2015;795 000,00;36,55%;;
10- MORONDAVA:Morondava ville:HOTEL PALISSANDRE;4E;29;5000;AOUT 2015;590 000,00;27,13%;;
10- MORONDAVA:Morondava ville:HOTEL PALISSANDRE;4E;29;5000;SEPTEMBRE 2015;500 000,00;22,99%;;
10- MORONDAVA:Morondava ville:HOTEL PALISSANDRE;4E;29;5000;NOVEMBRE 2015;490 000,00;22,53%;;
10- MORONDAVA:Morondava ville:HOTEL PALISSANDRE;4E;29;5000;DECEMBRE 2015;375 000,00;17,24%;;
Moyenne 10- MORONDAVA:Morondava ville:HOTEL PALISSANDRE;;;;;;25,29%;;
10- MORONDAVA:Morondava ville:HOTEL SUN BEACH;E;10;1500;OCTOBRE 2015;39 750,00;17,67%;;
10- MORONDAVA:Morondava ville:HOTEL SUN BEACH;E;10;1500;NOVEMBRE 2015;34 500,00;15,33%;;
10- MORONDAVA:Morondava ville:HOTEL SUN BEACH;E;10;1500;DECEMBRE 2015;12 750,00;5,67%;;
Moyenne 10- MORONDAVA:Morondava ville:HOTEL SUN BEACH;;;;;;12,89%;;
10- MORONDAVA:Morondava ville:HOTEL TOVONIRINA;R;8;1000;DECEMBRE 2015;15 500,00;12,92%;;
10- MORONDAVA:Morondava ville:HOTEL TOVONIRINA;R;8;1000;NOVEMBRE 2015;9 500,00;7,92%;;
Moyenne 10- MORONDAVA:Morondava ville:HOTEL TOVONIRINA;;;;;;10,42%;;
10- MORONDAVA:Morondava ville:IDEAL HOTEL;R;22;1000;NOVEMBRE 2015;14 500,00;4,39%;;
10- MORONDAVA:Morondava ville:IDEAL HOTEL;R;22;1000;DECEMBRE 2015;8 500,00;2,58%;;
10- MORONDAVA:Morondava ville:IDEAL HOTEL;R;22;1000;OCTOBRE 2015;7 500,00;2,27%;;
Moyenne 10- MORONDAVA:Morondava ville:IDEAL HOTEL;;;;;;3,08%;;
10- MORONDAVA:Morondava ville:KATRAFAY;R;10;1000;NOVEMBRE 2015;13 500,00;9,00%;;
10- MORONDAVA:Morondava ville:KATRAFAY;R;10;1000;OCTOBRE 2015;3 000,00;2,00%;;
Moyenne 10- MORONDAVA:Morondava ville:KATRAFAY;;;;;;5,50%;;
10- MORONDAVA:Morondava ville:KIMONY RESORT;3E;23;5000;OCTOBRE 2015;120 000,00;6,96%;;
10- MORONDAVA:Morondava ville:KIMONY RESORT;3E;23;5000;SEPTEMBRE 2015;100 000,00;5,80%;;
10- MORONDAVA:Morondava ville:KIMONY RESORT;3E;23;5000;DECEMBRE 2015;40 000,00;2,32%;;
10- MORONDAVA:Morondava ville:KIMONY RESORT;3E;23;5000;NOVEMBRE 2015;32 500,00;1,88%;;
Moyenne 10- MORONDAVA:Morondava ville:KIMONY RESORT;;;;;;4,24%;;
10- MORONDAVA:Morondava ville:KOHINOUR;R;4;1000;OCTOBRE 2015;8 500,00;14,17%;;
10- MORONDAVA:Morondava ville:KOHINOUR;R;4;1000;DECEMBRE 2015;8 000,00;13,33%;;
10- MORONDAVA:Morondava ville:KOHINOUR;R;4;1000;NOVEMBRE 2015;8 000,00;13,33%;;
Moyenne 10- MORONDAVA:Morondava ville:KOHINOUR;;;;;;13,61%;;
10- MORONDAVA:Morondava ville:LA CASA BAMBOU;R;4;1000;NOVEMBRE 2015;8 500,00;14,17%;;
10- MORONDAVA:Morondava ville:LA CASA BAMBOU;R;4;1000;OCTOBRE 2015;8 500,00;14,17%;;
Moyenne 10- MORONDAVA:Morondava ville:LA CASA BAMBOU;;;;;;14,17%;;
10- MORONDAVA:Morondava ville:LA MANGASACA;R;9;1000;NOVEMBRE 2015;5 500,00;4,07%;;
10- MORONDAVA:Morondava ville:LA MANGASACA;R;9;1000;DECEMBRE 2015;5 000,00;3,70%;;
10- MORONDAVA:Morondava ville:LA MANGASACA;R;9;1000;OCTOBRE 2015;3 500,00;2,59%;;
Moyenne 10- MORONDAVA:Morondava ville:LA MANGASACA;;;;;;3,46%;;
10- MORONDAVA:Morondava ville:LE BATELAGE;3R;32;1000;OCTOBRE 2015;21 500,00;4,48%;;
10- MORONDAVA:Morondava ville:LE BATELAGE;3R;32;1000;NOVEMBRE 2015;17 000,00;3,54%;;
10- MORONDAVA:Morondava ville:LE BATELAGE;3R;32;1000;SEPTEMBRE 2015;17 000,00;3,54%;;
10- MORONDAVA:Morondava ville:LE BATELAGE;3R;32;1000;DECEMBRE 2015;14 000,00;2,92%;;
Moyenne 10- MORONDAVA:Morondava ville:LE BATELAGE;;;;;;3,62%;;
10- MORONDAVA:Morondava ville:LE BON COIN;R;2;1000;NOVEMBRE 2015;6 000,00;20,00%;;
10- MORONDAVA:Morondava ville:LE BON COIN;R;2;1000;OCTOBRE 2015;5 000,00;16,67%;;
Moyenne 10- MORONDAVA:Morondava ville:LE BON COIN;;;;;;18,33%;;
10- MORONDAVA:Morondava ville:LE CHEVAL DE MER;R;6;1000;NOVEMBRE 2015;18 500,00;20,56%;;
10- MORONDAVA:Morondava ville:LE CHEVAL DE MER;R;6;1000;OCTOBRE 2015;18 000,00;20,00%;;
10- MORONDAVA:Morondava ville:LE CHEVAL DE MER;R;6;1000;DECEMBRE 2015;14 500,00;16,11%;;
10- MORONDAVA:Morondava ville:LE CHEVAL DE MER;R;6;1000;SEPTEMBRE 2015;13 500,00;15,00%;;
Moyenne 10- MORONDAVA:Morondava ville:LE CHEVAL DE MER;;;;;;17,92%;;
10- MORONDAVA:Morondava ville:LE MASOANDRO (CHEZ MAGGIE);2E;12;1500;OCTOBRE 2015;130 500,00;48,33%;;
10- MORONDAVA:Morondava ville:LE MASOANDRO (CHEZ MAGGIE);2E;12;1500;NOVEMBRE 2015;93 000,00;34,44%;;
10- MORONDAVA:Morondava ville:LE MASOANDRO (CHEZ MAGGIE);2E;12;1500;DECEMBRE 2015;84 000,00;31,11%;;
